,case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
32733,EZYV7254,Asia,High School,Y,N,1650,2007,West,60764.86,Year,Y,Denied
32734,EZYV7255,Oceania,Bachelor's,N,N,167,2006,Midwest,160556.2,Year,Y,Denied
32735,EZYV7256,Asia,Bachelor's,N,N,1673,2006,West,222457.51,Year,Y,Certified
32736,EZYV7257,North America,High School,Y,N,664,2012,Northeast,23565.43,Year,Y,Certified
32737,EZYV7258,Asia,Bachelor's,N,N,2425,2010,Northeast,118126.08,Year,Y,Certified
32738,EZYV7259,Asia,High School,N,N,3750,1996,Northeast,131309.08,Year,N,Denied
32739,EZYV7260,North America,Master's,N,N,112,1839,Northeast,233.7907,Hour,Y,Denied
32740,EZYV7261,Asia,Master's,Y,N,435,1989,South,81054.85,Year,N,Certified
32741,EZYV7262,North America,Master's,N,N,1454,2011,Northeast,44899.24,Year,Y,Certified
32742,EZYV7263,Asia,High School,N,N,1168,2001,West,32125.12,Year,Y,Denied
32743,EZYV7264,Asia,High School,Y,N,5902,2001,South,139413.46,Year,Y,Denied
32744,EZYV7265,Asia,Master's,N,N,1289,1941,Northeast,110763.34,Year,N,Certified
32745,EZYV7266,Asia,Bachelor's,Y,N,3119,2009,Midwest,60950.07,Year,Y,Denied
32746,EZYV7267,Asia,Bachelor's,Y,N,2176,2006,South,70343.71,Year,Y,Denied
32747,EZYV7268,Asia,Master's,Y,N,4548,2011,Midwest,51160.93,Year,N,Certified
32748,EZYV7269,Europe,Doctorate,Y,N,1702,2000,Midwest,53770.0,Year,Y,Certified
32749,EZYV7270,Asia,Doctorate,Y,N,1066,2001,Northeast,204.6484,Hour,Y,Certified
32750,EZYV7271,Asia,Bachelor's,Y,N,464,1931,South,51003.31,Year,Y,Denied
32751,EZYV7272,Europe,Bachelor's,N,N,246398,1880,South,6287.76,Year,Y,Denied
32752,EZYV7273,Europe,Bachelor's,Y,Y,2224,1978,West,19470.23,Year,Y,Certified
32753,EZYV7274,Europe,Bachelor's,N,N,30328,2001,South,54306.35,Year,Y,Certified
32754,EZYV7275,Asia,Master's,N,N,721,2007,Northeast,61119.47,Year,N,Certified
32755,EZYV7276,Europe,Doctorate,Y,N,108183,1953,South,16387.59,Year,Y,Certified
32756,EZYV7277,Asia,High School,Y,N,1058,1894,South,88745.16,Year,N,Denied
32757,EZYV7278,Asia,Master's,Y,N,897,2002,Midwest,85842.62,Year,Y,Certified
32758,EZYV7279,Europe,Bachelor's,Y,N,275,2008,Midwest,574.55,Year,Y,Certified
32759,EZYV7280,Europe,Bachelor's,Y,N,215,2013,West,5561.41,Year,N,Denied
32760,EZYV7281,Europe,Master's,Y,N,1232,2006,Midwest,180066.44,Year,Y,Certified
32761,EZYV7282,Asia,High School,N,N,-14,2000,Midwest,58488.5,Year,Y,Denied
32762,EZYV7283,Asia,Doctorate,N,N,2807,1952,Midwest,54808.9,Year,Y,Certified
32763,EZYV7284,Asia,Master's,Y,N,3494,1993,Northeast,86475.86,Year,Y,Certified
32764,EZYV7285,Asia,Bachelor's,N,N,7994,1993,Northeast,488.9859,Hour,Y,Denied
32765,EZYV7286,Asia,Bachelor's,Y,N,5446,2006,South,108401.66,Year,Y,Certified
32766,EZYV7287,Europe,High School,Y,N,1272,2010,West,36504.7,Year,Y,Denied
32767,EZYV7288,Asia,Bachelor's,Y,N,348,2009,West,85015.65,Year,N,Certified
32768,EZYV7289,Asia,High School,Y,N,3819,2004,Northeast,228.6246,Hour,Y,Denied
32769,EZYV7290,Asia,Master's,N,N,4371,1838,South,149404.18,Year,N,Certified
32770,EZYV7291,Asia,High School,Y,N,20967,2007,Northeast,130.29,Hour,Y,Denied
32771,EZYV7292,Europe,Bachelor's,Y,N,3952,2000,West,143572.62,Year,Y,Denied
32772,EZYV7293,Asia,Master's,Y,N,2636,1963,Northeast,53318.57,Year,Y,Certified
32773,EZYV7294,Asia,Master's,Y,N,1647,2007,West,100353.56,Year,Y,Certified
32774,EZYV7295,Asia,Bachelor's,Y,N,4485,1995,South,116908.85,Year,Y,Certified
32775,EZYV7296,Asia,Bachelor's,Y,Y,1829,1962,South,153115.73,Year,Y,Certified
32776,EZYV7297,Europe,Doctorate,Y,N,60186,1998,West,17132.72,Year,Y,Certified
32777,EZYV7298,North America,Bachelor's,N,N,4954,1990,South,250.7276,Hour,Y,Denied
32778,EZYV7299,Asia,Bachelor's,N,N,5640,1868,Northeast,79905.3,Year,Y,Denied
32779,EZYV7300,North America,Bachelor's,Y,N,3692,2007,West,96764.91,Year,Y,Denied
32780,EZYV7301,Asia,Bachelor's,Y,N,62408,2005,South,99542.21,Year,Y,Denied
32781,EZYV7302,Asia,Master's,Y,N,1217,1998,South,53718.41,Year,N,Certified
32782,EZYV7303,North America,Bachelor's,N,N,6138,2010,Northeast,47862.76,Year,Y,Certified
32783,EZYV7304,Europe,Doctorate,Y,N,2020,1994,West,23734.75,Year,Y,Certified
32784,EZYV7305,Europe,Master's,Y,N,2789,1999,West,72112.74,Year,Y,Certified
32785,EZYV7306,Asia,High School,N,N,2176,1989,South,64776.23,Year,Y,Denied
32786,EZYV7307,North America,Doctorate,Y,N,5626,2013,Midwest,1222.91,Year,Y,Certified
32787,EZYV7308,Asia,Bachelor's,N,N,4155,1865,West,424.509,Hour,Y,Certified
32788,EZYV7309,Asia,Master's,N,N,260,1981,Midwest,123330.2,Year,Y,Certified
32789,EZYV7310,Asia,Master's,Y,N,4271,2007,West,37769.87,Year,Y,Certified
32790,EZYV7311,Asia,Master's,N,N,554,1999,Northeast,352.4315,Hour,Y,Certified
32791,EZYV7312,Asia,Doctorate,N,Y,3066,2001,South,6890.18,Year,Y,Certified
32792,EZYV7313,Asia,Doctorate,Y,N,432,1913,West,90318.46,Year,Y,Certified
32793,EZYV7314,Asia,Master's,Y,N,3895,1904,West,20532.7,Year,Y,Certified
32794,EZYV7315,Asia,Bachelor's,Y,N,387,2009,West,91969.56,Year,Y,Denied
32795,EZYV7316,Europe,Doctorate,N,N,3029,2008,Midwest,109467.09,Year,Y,Certified
32796,EZYV7317,Asia,Doctorate,N,N,115,1977,South,96289.72,Year,Y,Certified
32797,EZYV7318,North America,High School,Y,N,877,2015,Island,140961.13,Year,Y,Certified
32798,EZYV7319,Asia,Bachelor's,Y,Y,-26,2006,South,115005.61,Year,Y,Certified
32799,EZYV7320,Asia,High School,N,N,1965,1996,Midwest,85671.04,Year,Y,Denied
32800,EZYV7321,Asia,Master's,Y,N,20787,2007,South,42530.42,Year,Y,Certified
32801,EZYV7322,Asia,Master's,N,Y,326338,1875,South,28113.94,Year,Y,Certified
32802,EZYV7323,Asia,Master's,N,N,2103,2013,Midwest,105327.39,Year,Y,Certified
32803,EZYV7324,South America,Bachelor's,Y,N,1328,1946,South,122051.04,Year,Y,Certified
32804,EZYV7325,Africa,Master's,N,N,3572,1989,Midwest,47428.58,Year,Y,Certified
32805,EZYV7326,Asia,Master's,Y,N,3925,1926,Northeast,107461.21,Year,Y,Certified
32806,EZYV7327,Asia,Doctorate,N,N,2312,2001,Northeast,157777.89,Year,Y,Certified
32807,EZYV7328,Europe,Bachelor's,N,N,1343,2000,West,28716.35,Year,Y,Certified
32808,EZYV7329,Asia,High School,Y,N,658,1985,Midwest,117617.95,Year,Y,Denied
32809,EZYV7330,Asia,Master's,Y,N,288,2000,Midwest,99965.18,Year,Y,Certified
32810,EZYV7331,Asia,Bachelor's,N,N,2052,2007,South,100345.72,Year,N,Certified
32811,EZYV7332,North America,Doctorate,Y,N,1922,1998,Midwest,117316.64,Year,Y,Certified
32812,EZYV7333,Europe,Doctorate,N,N,2321,2009,West,11641.4,Year,Y,Certified
32813,EZYV7334,Asia,Master's,Y,N,3396,1987,Midwest,156366.1,Year,Y,Certified
32814,EZYV7335,Asia,Master's,Y,N,2716,1998,South,117117.21,Year,Y,Certified
32815,EZYV7336,Asia,High School,Y,N,2602,2001,South,114774.58,Year,Y,Denied
32816,EZYV7337,North America,Master's,Y,N,1658,1977,West,53884.03,Year,Y,Certified
32817,EZYV7338,Asia,Bachelor's,Y,N,2470,2012,Midwest,79713.99,Year,Y,Certified
32818,EZYV7339,Asia,Bachelor's,Y,N,361,2005,Northeast,114646.69,Year,Y,Certified
32819,EZYV7340,Asia,Bachelor's,N,N,700,2006,Northeast,47102.64,Year,Y,Certified
32820,EZYV7341,Asia,High School,Y,N,2701,1980,Midwest,195534.18,Year,Y,Denied
32821,EZYV7342,Europe,Bachelor's,Y,N,3564,2002,West,16800.98,Year,Y,Certified
32822,EZYV7343,Asia,Bachelor's,N,N,403,1855,Midwest,134595.21,Year,Y,Certified
32823,EZYV7344,North America,Bachelor's,N,N,3456,1992,Northeast,126744.96,Year,Y,Denied
32824,EZYV7345,Asia,High School,Y,N,4688,1965,Northeast,80917.1,Year,Y,Denied
32825,EZYV7346,Europe,Doctorate,Y,N,5788,1931,West,6143.66,Year,Y,Certified
32826,EZYV7347,Europe,Doctorate,Y,N,2869,1999,South,12786.13,Year,Y,Certified
32827,EZYV7348,Asia,Doctorate,Y,N,80,1931,South,72311.46,Year,N,Certified
32828,EZYV7349,Europe,Master's,N,N,4895,1997,South,50777.14,Year,Y,Certified
32829,EZYV7350,Asia,Master's,Y,N,71,1993,Northeast,14549.12,Year,Y,Certified
32830,EZYV7351,Asia,Bachelor's,N,N,373,1997,South,452.037,Hour,Y,Denied
32831,EZYV7352,Asia,Master's,N,Y,1917,1989,South,100807.38,Year,Y,Certified
32832,EZYV7353,North America,Bachelor's,Y,N,1414,2000,Midwest,38.4261,Hour,Y,Denied
32833,EZYV7354,Asia,High School,Y,N,1841,2001,West,91675.75,Year,Y,Denied
32834,EZYV7355,Asia,Bachelor's,Y,N,1258,1985,West,74753.33,Year,Y,Certified
32835,EZYV7356,Asia,Bachelor's,Y,N,5467,2003,West,34601.88,Year,Y,Certified
32836,EZYV7357,Asia,Bachelor's,Y,N,3519,1952,South,164447.02,Year,Y,Denied
32837,EZYV7358,Asia,Master's,N,N,28,1998,Northeast,110466.85,Year,N,Certified
32838,EZYV7359,Asia,Bachelor's,N,Y,1561,1912,South,109531.27,Year,Y,Certified
32839,EZYV7360,Asia,Bachelor's,N,N,736,1984,West,78476.83,Year,Y,Certified
32840,EZYV7361,Asia,Master's,N,N,2256,1998,West,59087.27,Year,Y,Certified
32841,EZYV7362,Asia,Doctorate,N,N,846,1942,Midwest,115472.07,Year,Y,Certified
32842,EZYV7363,Europe,Bachelor's,N,Y,3992,2003,Midwest,85850.98,Year,Y,Certified
32843,EZYV7364,Asia,Bachelor's,N,N,836,2005,West,70194.26,Year,Y,Certified
32844,EZYV7365,Asia,Master's,Y,N,1106,2008,Midwest,51212.07,Year,Y,Certified
32845,EZYV7366,South America,Bachelor's,Y,Y,1833,2005,West,110450.47,Year,Y,Denied
32846,EZYV7367,Asia,Bachelor's,Y,N,1556,1998,Northeast,110364.0,Year,Y,Certified
32847,EZYV7368,Asia,High School,N,N,28979,2005,Midwest,100154.35,Year,Y,Denied
32848,EZYV7369,Asia,Master's,Y,N,479,2004,West,31168.41,Year,Y,Certified
32849,EZYV7370,Asia,Master's,N,N,3047,1998,South,70191.52,Year,Y,Certified
32850,EZYV7371,Oceania,Master's,Y,N,226,1888,South,5050.02,Year,N,Denied
32851,EZYV7372,Asia,Master's,N,N,2536,1923,Midwest,113688.07,Year,Y,Certified
32852,EZYV7373,Asia,Bachelor's,Y,N,727,2007,Northeast,140986.28,Year,Y,Certified
32853,EZYV7374,Asia,Bachelor's,Y,N,2673,2005,Midwest,58972.18,Year,Y,Certified
32854,EZYV7375,Asia,Master's,N,N,2398,1852,South,255626.72,Year,N,Certified
32855,EZYV7376,North America,Master's,Y,N,4691,1939,Northeast,216445.82,Year,Y,Certified
32856,EZYV7377,Asia,Bachelor's,Y,N,553,2013,Northeast,48597.75,Year,Y,Denied
32857,EZYV7378,Asia,Master's,N,N,5905,1982,South,140561.56,Year,N,Certified
32858,EZYV7379,Asia,Bachelor's,Y,N,1214,1987,South,37844.59,Year,Y,Denied
32859,EZYV7380,Asia,Bachelor's,N,N,2417,2009,Northeast,247602.36,Year,Y,Certified
32860,EZYV7381,Asia,Bachelor's,Y,N,1739,2006,Midwest,68700.74,Year,Y,Certified
32861,EZYV7382,Europe,Bachelor's,N,Y,4255,2010,West,33336.03,Year,Y,Certified
32862,EZYV7383,Asia,Bachelor's,Y,N,3157,1962,West,72036.8,Year,Y,Certified
32863,EZYV7384,Asia,Bachelor's,Y,N,761,1968,Northeast,215399.99,Year,N,Denied
32864,EZYV7385,Asia,Bachelor's,Y,N,3293,1998,West,110665.94,Year,Y,Certified
32865,EZYV7386,Asia,Master's,N,N,1660,1995,South,39935.85,Year,Y,Certified
32866,EZYV7387,Asia,Bachelor's,N,N,3847,1995,Northeast,89536.0,Year,Y,Certified
32867,EZYV7388,North America,High School,Y,N,601,1993,South,43406.79,Year,Y,Certified
32868,EZYV7389,Asia,Bachelor's,Y,N,4094,2002,Midwest,114270.3,Year,Y,Certified
32869,EZYV7390,Europe,Master's,N,N,2941,1990,West,83706.53,Year,Y,Certified
32870,EZYV7391,South America,Doctorate,N,N,2154,1831,Northeast,60746.11,Year,Y,Certified
32871,EZYV7392,Europe,Doctorate,Y,Y,37855,2000,West,13308.97,Year,Y,Certified
32872,EZYV7393,South America,Doctorate,N,Y,1821,1974,Midwest,63253.44,Year,Y,Certified
32873,EZYV7394,North America,High School,Y,N,718,2011,South,163013.59,Year,Y,Certified
32874,EZYV7395,Asia,Master's,Y,N,2204,2012,Northeast,129585.98,Year,Y,Certified
32875,EZYV7396,Asia,Master's,Y,N,2722,2000,Midwest,64533.81,Year,Y,Certified
32876,EZYV7397,North America,High School,Y,N,2157,2013,South,13274.33,Year,Y,Certified
32877,EZYV7398,Asia,Doctorate,Y,N,1748,1998,Northeast,9659.52,Year,Y,Certified
32878,EZYV7399,Asia,Master's,N,N,469,1993,South,117.42,Hour,Y,Certified
32879,EZYV7400,Asia,Bachelor's,N,N,23824,1800,Northeast,79657.86,Year,Y,Denied
32880,EZYV7401,Asia,Master's,Y,Y,1043,1939,Northeast,60662.21,Year,Y,Certified
32881,EZYV7402,Europe,Master's,Y,N,2811,1977,Midwest,83502.66,Year,Y,Certified
32882,EZYV7403,Asia,Master's,Y,N,1732,1999,Northeast,157430.61,Year,Y,Certified
32883,EZYV7404,Asia,Bachelor's,N,N,986,2004,West,44077.46,Year,Y,Denied
32884,EZYV7405,Europe,Doctorate,Y,N,5248,1998,West,54889.53,Year,Y,Certified
32885,EZYV7406,Asia,Bachelor's,N,N,3917,1960,West,41589.69,Year,Y,Denied
32886,EZYV7407,Asia,Doctorate,N,N,306,1991,Northeast,91225.19,Year,Y,Certified
32887,EZYV7408,Asia,Master's,N,N,5629,2004,Northeast,49711.3,Year,N,Certified
32888,EZYV7409,Asia,Master's,Y,N,2741,1997,South,89075.75,Year,Y,Certified
32889,EZYV7410,Asia,Doctorate,Y,N,1837,1993,South,32429.67,Year,Y,Certified
32890,EZYV7411,Asia,Bachelor's,Y,N,991,1965,West,68.5833,Hour,Y,Denied
32891,EZYV7412,Asia,Bachelor's,N,N,27,1991,West,140896.1,Year,Y,Denied
32892,EZYV7413,Asia,Master's,N,N,5942,1994,Northeast,18350.81,Year,N,Certified
32893,EZYV7414,Asia,Master's,Y,N,2565,1982,South,71363.03,Year,Y,Certified
32894,EZYV7415,Asia,Bachelor's,Y,N,1835,2009,West,115802.88,Year,Y,Certified
32895,EZYV7416,Asia,Master's,Y,N,3068,1990,South,44022.48,Year,N,Certified
32896,EZYV7417,North America,Bachelor's,Y,N,1398,1993,South,401.5855,Hour,Y,Denied
32897,EZYV7418,Asia,Master's,Y,N,4325,1997,South,6045.66,Year,Y,Certified
32898,EZYV7419,Asia,High School,Y,N,1060,1987,Island,35171.48,Year,Y,Denied
32899,EZYV7420,Asia,Master's,N,N,2752,2003,Northeast,83243.65,Year,Y,Certified
32900,EZYV7421,North America,Bachelor's,Y,N,6551,1995,South,3396.41,Year,Y,Denied
32901,EZYV7422,Asia,Master's,Y,N,2579,1998,South,58253.11,Year,Y,Certified
32902,EZYV7423,Asia,Bachelor's,Y,N,3147,1984,Midwest,131304.29,Year,Y,Denied
32903,EZYV7424,Asia,High School,N,N,1129,1999,West,88514.13,Year,Y,Denied
32904,EZYV7425,Asia,Master's,Y,N,2601,1865,South,153555.53,Year,N,Certified
32905,EZYV7426,Asia,High School,N,Y,577,2005,South,123597.59,Year,Y,Denied
32906,EZYV7427,Asia,Bachelor's,N,N,4553,2012,South,163587.92,Year,Y,Certified
32907,EZYV7428,Asia,Bachelor's,Y,N,130259,1984,Midwest,227360.23,Year,Y,Denied
32908,EZYV7429,Asia,Bachelor's,Y,N,6060,2010,West,54538.9,Year,Y,Certified
32909,EZYV7430,North America,Doctorate,Y,N,82173,1956,South,114417.93,Year,Y,Certified
32910,EZYV7431,Africa,High School,N,Y,284,1855,West,102492.08,Year,Y,Denied
32911,EZYV7432,Asia,Bachelor's,Y,N,2431,1999,Northeast,78726.17,Year,Y,Certified
32912,EZYV7433,Asia,Bachelor's,N,N,5978,1886,West,69851.5,Year,N,Denied
32913,EZYV7434,Asia,Master's,N,N,3296,2003,Northeast,146760.98,Year,Y,Certified
32914,EZYV7435,Asia,Doctorate,Y,N,5628,2012,West,51617.25,Year,Y,Certified
32915,EZYV7436,North America,Bachelor's,N,Y,1486,2004,West,100756.72,Year,Y,Denied
32916,EZYV7437,Asia,High School,N,N,1681,1990,West,328.9246,Hour,Y,Denied
32917,EZYV7438,Asia,Master's,N,N,2606,1950,West,22403.57,Year,Y,Certified
32918,EZYV7439,Asia,Bachelor's,Y,N,2234,2008,West,41415.36,Year,Y,Denied
32919,EZYV7440,Asia,Master's,Y,N,750,1978,South,35573.27,Year,Y,Certified
32920,EZYV7441,Asia,Master's,N,N,3681,2005,South,47822.22,Year,Y,Certified
32921,EZYV7442,North America,Master's,N,N,160,1863,South,133821.87,Year,N,Denied
32922,EZYV7443,Asia,Bachelor's,N,N,642,1991,Northeast,15284.23,Year,Y,Certified
32923,EZYV7444,North America,Bachelor's,N,N,11555,2001,West,133.33,Hour,Y,Denied
32924,EZYV7445,Asia,Bachelor's,Y,N,3961,2009,South,50246.63,Year,Y,Denied
32925,EZYV7446,Europe,High School,Y,N,578,2008,West,6579.33,Year,Y,Denied
32926,EZYV7447,Europe,Master's,N,N,3579,2010,South,284328.96,Year,N,Certified
32927,EZYV7448,Asia,Master's,N,N,2877,1839,West,131310.96,Year,N,Certified
32928,EZYV7449,Asia,High School,Y,N,171,1985,South,41743.95,Year,Y,Denied
32929,EZYV7450,Asia,Bachelor's,Y,N,1708,1919,South,20844.04,Year,Y,Certified
32930,EZYV7451,Asia,Bachelor's,Y,N,1617,1999,South,105562.35,Year,Y,Denied
32931,EZYV7452,Asia,Bachelor's,N,N,4796,2011,Northeast,135104.5,Year,Y,Certified
32932,EZYV7453,Asia,High School,Y,N,3917,1998,Midwest,76269.27,Year,Y,Denied
32933,EZYV7454,Asia,High School,Y,N,3434,1998,West,101797.53,Year,Y,Denied
32934,EZYV7455,North America,Master's,Y,N,902,1909,West,171819.54,Year,Y,Certified
32935,EZYV7456,Europe,Bachelor's,Y,N,4618,1991,West,54095.28,Year,Y,Certified
32936,EZYV7457,Asia,Doctorate,Y,N,2436,2009,West,82887.78,Year,Y,Certified
32937,EZYV7458,Asia,High School,Y,N,646,2002,South,110855.62,Year,Y,Denied
32938,EZYV7459,North America,High School,N,Y,632,1882,Island,50485.1,Year,Y,Certified
32939,EZYV7460,Asia,Doctorate,N,N,113215,2001,South,59260.37,Year,Y,Certified
32940,EZYV7461,Asia,Master's,N,N,603,1997,Midwest,59639.54,Year,Y,Certified
32941,EZYV7462,Asia,Bachelor's,Y,N,2723,1999,Northeast,69222.45,Year,Y,Certified
32942,EZYV7463,North America,Bachelor's,N,N,993,2003,Northeast,61562.85,Year,Y,Denied
32943,EZYV7464,Asia,Master's,N,N,885,1999,South,63208.76,Year,Y,Certified
32944,EZYV7465,Asia,Bachelor's,Y,N,538,2000,South,76638.72,Year,Y,Denied
32945,EZYV7466,Asia,Master's,N,N,266,1998,Northeast,64640.11,Year,Y,Certified
32946,EZYV7467,Europe,Bachelor's,Y,N,1641,1912,South,41063.21,Year,Y,Certified
32947,EZYV7468,Europe,Master's,N,N,3565,1985,West,58332.48,Year,Y,Certified
32948,EZYV7469,Asia,Bachelor's,N,N,1416,1862,South,24353.42,Year,Y,Certified
32949,EZYV7470,Asia,Bachelor's,Y,N,450,1913,South,78137.75,Year,Y,Certified
32950,EZYV7471,Europe,Doctorate,N,N,2610,2005,Northeast,6897.94,Year,Y,Certified
32951,EZYV7472,Europe,Bachelor's,Y,N,4681,1928,West,49865.19,Year,Y,Denied
32952,EZYV7473,Asia,Master's,N,Y,3724,1877,South,118355.08,Year,Y,Certified
32953,EZYV7474,South America,Bachelor's,N,N,2222,1994,West,260.6671,Hour,Y,Certified
32954,EZYV7475,Asia,Master's,N,N,183,1873,Island,39280.11,Year,Y,Certified
32955,EZYV7476,Asia,Bachelor's,N,N,74,1951,Northeast,139144.05,Year,Y,Certified
32956,EZYV7477,Asia,Master's,Y,N,4033,2010,South,126622.47,Year,Y,Certified
32957,EZYV7478,Asia,Master's,Y,N,4079,2008,Northeast,38550.64,Year,Y,Certified
32958,EZYV7479,Asia,Doctorate,Y,N,3466,1988,South,75843.64,Year,Y,Certified
32959,EZYV7480,North America,Master's,N,N,137,1968,Northeast,106782.97,Year,Y,Certified
32960,EZYV7481,Europe,Master's,Y,Y,3657,1855,West,35641.8,Year,Y,Denied
32961,EZYV7482,South America,Doctorate,N,N,1221,1980,South,31374.88,Year,Y,Certified
32962,EZYV7483,Asia,Master's,N,Y,3304,1925,Northeast,32300.19,Year,Y,Certified
32963,EZYV7484,Asia,Master's,Y,N,6229,1986,Northeast,75476.87,Year,Y,Certified
32964,EZYV7485,Asia,Bachelor's,N,N,106968,1995,Midwest,108522.28,Year,Y,Denied
32965,EZYV7486,Asia,Master's,N,N,3451,2011,Midwest,128852.61,Year,Y,Certified
32966,EZYV7487,Europe,Doctorate,N,N,2599,1998,South,104060.58,Year,Y,Certified
32967,EZYV7488,South America,Doctorate,N,Y,2398,1946,South,123417.87,Year,Y,Certified
32968,EZYV7489,Europe,Doctorate,Y,N,4987,1999,Northeast,50758.41,Year,Y,Certified
32969,EZYV7490,Asia,Bachelor's,Y,N,2878,1848,West,47479.61,Year,Y,Certified
32970,EZYV7491,Asia,Bachelor's,N,N,2493,2013,Midwest,118009.25,Year,N,Certified
32971,EZYV7492,Asia,Bachelor's,Y,N,72,1840,South,40830.05,Year,Y,Certified
32972,EZYV7493,Asia,Bachelor's,N,N,172,2007,Midwest,98967.16,Year,Y,Certified
32973,EZYV7494,North America,Master's,Y,N,1612,1991,South,75922.08,Year,N,Certified
32974,EZYV7495,North America,Bachelor's,Y,N,1342,1991,South,130318.3,Year,N,Certified
32975,EZYV7496,Europe,Master's,Y,Y,1347,1997,West,219351.89,Year,Y,Certified
32976,EZYV7497,Europe,High School,Y,N,30859,1975,Northeast,115700.8,Year,Y,Denied
32977,EZYV7498,Asia,Master's,N,N,2146,2006,Northeast,248137.05,Year,Y,Certified
32978,EZYV7499,Asia,Master's,N,N,5147,2000,Island,5273.63,Year,N,Certified
32979,EZYV7500,Europe,Bachelor's,Y,N,1500,2004,South,3025.56,Year,Y,Certified
32980,EZYV7501,Asia,Master's,N,N,517,1975,Midwest,76814.48,Year,Y,Certified
32981,EZYV7502,Asia,Bachelor's,Y,N,3517,1875,Northeast,385.796,Hour,Y,Denied
32982,EZYV7503,Asia,High School,Y,N,68,1920,Midwest,176.76,Hour,Y,Denied
32983,EZYV7504,North America,High School,N,N,465,1971,West,301.6979,Hour,Y,Certified
32984,EZYV7505,Asia,High School,Y,Y,3655,1999,West,47190.97,Year,Y,Denied
32985,EZYV7506,North America,Bachelor's,N,N,292,2009,Northeast,2183.23,Week,Y,Certified
32986,EZYV7507,Asia,Bachelor's,Y,N,3588,1988,South,94152.5,Year,Y,Certified
32987,EZYV7508,Asia,Bachelor's,Y,N,2417,1986,West,18551.0,Year,Y,Denied
32988,EZYV7509,Asia,Master's,Y,N,1783,1990,West,35968.56,Year,Y,Certified
32989,EZYV7510,Asia,Master's,Y,N,5656,1981,South,112156.34,Year,Y,Certified
32990,EZYV7511,Asia,Doctorate,Y,N,1985,1848,Northeast,71734.66,Year,Y,Certified
32991,EZYV7512,Asia,Bachelor's,Y,N,437,1998,West,73964.53,Year,Y,Certified
32992,EZYV7513,Asia,Bachelor's,Y,N,1398,2007,Northeast,9113.92,Year,Y,Certified
32993,EZYV7514,Asia,Bachelor's,N,Y,4500,2005,South,45382.24,Year,Y,Certified
32994,EZYV7515,South America,Master's,N,N,3996,1922,South,24198.98,Year,N,Certified
32995,EZYV7516,Asia,Bachelor's,Y,N,1912,2002,Midwest,23930.8,Year,Y,Denied
32996,EZYV7517,Asia,Master's,N,N,2728,1998,Midwest,109193.63,Year,Y,Certified
32997,EZYV7518,Asia,Master's,N,N,1173,2013,West,656.3975,Hour,Y,Certified
32998,EZYV7519,Asia,Master's,Y,N,808,1939,Midwest,141595.68,Year,Y,Certified
32999,EZYV7520,Asia,Bachelor's,Y,Y,1908,1960,South,71022.96,Year,Y,Certified
33000,EZYV7521,North America,Bachelor's,Y,N,372,2014,West,323.7899,Hour,Y,Certified
33001,EZYV7522,North America,Master's,N,N,660,1975,Midwest,146104.93,Year,Y,Denied
33002,EZYV7523,Asia,Bachelor's,Y,N,1561,2011,Midwest,9415.12,Year,Y,Denied
33003,EZYV7524,Asia,Bachelor's,Y,N,1373,2013,South,63013.28,Year,Y,Denied
33004,EZYV7525,Asia,Doctorate,N,N,157,2001,West,55912.95,Year,Y,Certified
33005,EZYV7526,North America,Master's,N,Y,2758,2000,West,83956.4,Year,Y,Certified
33006,EZYV7527,North America,Bachelor's,Y,Y,2098,1969,South,124947.51,Year,Y,Denied
33007,EZYV7528,Asia,Master's,Y,N,1973,2004,Midwest,137315.86,Year,N,Certified
33008,EZYV7529,Europe,Bachelor's,N,N,2278,1995,Northeast,22472.07,Year,Y,Certified
33009,EZYV7530,Asia,Master's,N,Y,673,1872,Northeast,122963.12,Year,Y,Certified
33010,EZYV7531,North America,Bachelor's,N,N,1409,1861,South,89.4706,Hour,Y,Certified
33011,EZYV7532,Asia,Master's,N,Y,927,1974,Northeast,64357.58,Year,Y,Certified
33012,EZYV7533,Asia,High School,N,Y,1362,2000,South,703.3133,Hour,Y,Denied
33013,EZYV7534,South America,High School,N,Y,1805,1998,West,55548.09,Year,Y,Certified
33014,EZYV7535,Asia,Bachelor's,Y,N,3543,1994,West,99324.12,Year,Y,Certified
33015,EZYV7536,Asia,Bachelor's,N,N,1136,1984,West,90722.04,Year,Y,Denied
33016,EZYV7537,Asia,Master's,Y,N,126,2011,Midwest,50740.81,Year,Y,Certified
33017,EZYV7538,Asia,Bachelor's,Y,N,3266,1935,South,94382.75,Year,Y,Certified
33018,EZYV7539,Asia,Master's,N,N,1225,1998,Northeast,113.23,Hour,Y,Certified
